,geo_id,% of Population Identifying as Black,Census tract,geometry
186,1400000US42003456003,1.1,456003,"MULTIPOLYGON (((-80.220956 40.366684, -80.220434 40.368511, -80.222146 40.371415, -80.222948 40.372761, -80.217647 40.37379, -80.215317 40.376244, -80.215835 40.377745, -80.214832 40.380641, -80.213137 40.381124, -80.211297 40.383565, -80.21050099999999 40.383333, -80.20978100000001 40.384718, -80.20755200000001 40.385027, -80.20465 40.38692, -80.204712 40.387426, -80.201836 40.389152, -80.198337 40.38961, -80.196016 40.391097, -80.19378399999999 40.39356, -80.18953500000001 40.396048, -80.191788 40.394148, -80.189959 40.392282, -80.186689 40.393283, -80.185863 40.394197, -80.184229 40.394937, -80.18314599999999 40.391467, -80.184235 40.388349, -80.185529 40.386971, -80.185891 40.385881, -80.186458 40.384673, -80.18719400000001 40.384417, -80.183093 40.384055, -80.177846 40.381099, -80.17294200000001 40.381224, -80.17223 40.379533, -80.17155200000001 40.376179, -80.17171999999999 40.372226, -80.169674 40.367801, -80.16918699999999 40.366037, -80.164896 40.360103, -80.159265 40.354624, -80.15995700000001 40.352821, -80.16015 40.351954, -80.16130099999999 40.349957, -80.160933 40.348096, -80.156724 40.348706, -80.155629 40.348521, -80.154751 40.347531, -80.154719 40.345515, -80.154701 40.345412, -80.15080500000001 40.346366, -80.150032 40.346225, -80.14754499999999 40.345988, -80.143885 40.34769, -80.14270399999999 40.350324, -80.140862 40.350775, -80.13681 40.350775, -80.133112 40.351236, -80.13089100000001 40.350391, -80.129079 40.350367, -80.12821599999999 40.352285, -80.129278 40.353739, -80.125289 40.356878, -80.12352 40.355702, -80.12115300000001 40.356129, -80.120329 40.356981, -80.118607 40.3563, -80.11526000000001 40.354787, -80.114446 40.355035, -80.11500100000001 40.353708, -80.112504 40.350087, -80.112397 40.348685, -80.115235 40.344355, -80.118239 40.342469, -80.12193600000001 40.34019, -80.12179500000001 40.338383, -80.121909 40.338314, -80.122696 40.337691, -80.12393 40.336929, -80.12224000000001 40.335407, -80.12457000000001 40.33306, -80.128322 40.333836, -80.12838000000001 40.332002, -80.1297 40.332263, -80.133408 40.333541, -80.132666 40.335555, -80.132532 40.335822, -80.134528 40.336655, -80.13515200000001 40.335983, -80.145849 40.321385, -80.15597 40.324484, -80.161253 40.3261, -80.170092 40.328712, -80.171019 40.328987, -80.18206000000001 40.332318, -80.182196 40.332366, -80.182999 40.332621, -80.18346200000001 40.332774, -80.184603 40.333139, -80.200518 40.34742, -80.222956 40.365897, -80.220956 40.366684)))"
187,1400000US42003456004,2.4,456004,"MULTIPOLYGON (((-80.145849 40.321385, -80.13515200000001 40.335983, -80.134528 40.336655, -80.132532 40.335822, -80.132666 40.335555, -80.133408 40.333541, -80.1297 40.332263, -80.12838000000001 40.332002, -80.128322 40.333836, -80.12457000000001 40.33306, -80.12224000000001 40.335407, -80.12393 40.336929, -80.122696 40.337691, -80.121909 40.338314, -80.12179500000001 40.338383, -80.12193600000001 40.34019, -80.118239 40.342469, -80.115235 40.344355, -80.112397 40.348685, -80.112504 40.350087, -80.11500100000001 40.353708, -80.114446 40.355035, -80.114328 40.35521, -80.112503 40.35423, -80.10987799999999 40.351889, -80.110129 40.351565, -80.110101 40.348924, -80.108009 40.348283, -80.107996 40.346867, -80.11260299999999 40.338796, -80.11488900000001 40.335229, -80.115415 40.33372, -80.114721 40.332299, -80.113471 40.331546, -80.108704 40.33147, -80.104966 40.332509, -80.101034 40.332489, -80.10162 40.331243, -80.100697 40.328154, -80.10148700000001 40.326754, -80.103399 40.325221, -80.10561 40.324986, -80.109722 40.323969, -80.112405 40.324586, -80.11421199999999 40.323064, -80.115583 40.322936, -80.115855 40.318859, -80.118223 40.317138, -80.11644800000001 40.315533, -80.11627799999999 40.312659, -80.123085 40.314597, -80.143475 40.320654, -80.145849 40.321385)))"
188,1400000US42003457100,3.1,457100,"MULTIPOLYGON (((-80.120554 40.360026, -80.11994300000001 40.362245, -80.11904199999999 40.362981, -80.11721 40.367445, -80.113355 40.366789, -80.113629 40.366047, -80.109903 40.363781, -80.108594 40.363653, -80.106994 40.36329, -80.104282 40.363685, -80.103973 40.363287, -80.106801 40.361688, -80.10972599999999 40.359154, -80.111042 40.357978, -80.111699 40.357013, -80.11208499999999 40.356259, -80.112503 40.35423, -80.114328 40.35521, -80.118031 40.358134, -80.11891900000001 40.358157, -80.120603 40.359183, -80.120554 40.360026)))"
189,1400000US42003457200,5.9,457200,"MULTIPOLYGON (((-80.11208499999999 40.356259, -80.111699 40.357013, -80.111042 40.357978, -80.10972599999999 40.359154, -80.106801 40.361688, -80.103973 40.363287, -80.096581 40.36376, -80.094685 40.364319, -80.095184 40.363368, -80.095333 40.36217, -80.097562 40.35791, -80.09903199999999 40.357583, -80.095389 40.356291, -80.095248 40.35539, -80.08771900000001 40.352364, -80.09022899999999 40.350431, -80.095619 40.353265, -80.098071 40.350006, -80.099272 40.349431, -80.102513 40.349318, -80.103176 40.349274, -80.10355800000001 40.349248, -80.105828 40.348845, -80.10802700000001 40.351418, -80.110129 40.351565, -80.10987799999999 40.351889, -80.112503 40.35423, -80.11208499999999 40.356259)))"
190,1400000US42003458001,0.8,458001,"MULTIPOLYGON (((-80.169809 40.395094, -80.168723 40.401803, -80.16870299999999 40.401997, -80.166633 40.404953, -80.16656 40.405399, -80.16513500000001 40.407335, -80.165029 40.409964, -80.161494 40.410448, -80.16135 40.408956, -80.15514899999999 40.410049, -80.152192 40.408089, -80.153485 40.404835, -80.15316199999999 40.404521, -80.151974 40.40298, -80.14495100000001 40.394793, -80.136195 40.393794, -80.131428 40.396118, -80.130595 40.396501, -80.12870100000001 40.396984, -80.121357 40.397916, -80.116911 40.395212, -80.113528 40.394463, -80.11102099999999 40.395146, -80.107418 40.398447, -80.105814 40.399424, -80.101116 40.393336, -80.09934699999999 40.389711, -80.098288 40.387337, -80.099678 40.384697, -80.09622899999999 40.385136, -80.092147 40.384536, -80.09324100000001 40.38255, -80.093386 40.381183, -80.09437200000001 40.37808, -80.09714700000001 40.375523, -80.098122 40.374255, -80.096554 40.370998, -80.094576 40.368606, -80.094685 40.364319, -80.096581 40.36376, -80.103973 40.363287, -80.104282 40.363685, -80.106994 40.36329, -80.108594 40.363653, -80.109903 40.363781, -80.113629 40.366047, -80.113355 40.366789, -80.11721 40.367445, -80.11904199999999 40.362981, -80.11994300000001 40.362245, -80.119978 40.367935, -80.122134 40.370604, -80.119675 40.372286, -80.120583 40.372303, -80.122975 40.372656, -80.12429 40.37305, -80.129903 40.372058, -80.130701 40.372507, -80.13211200000001 40.37285, -80.135824 40.375222, -80.137835 40.376427, -80.140013 40.377063, -80.143467 40.377708, -80.14784299999999 40.378896, -80.15039400000001 40.379616, -80.157222 40.380271, -80.160066 40.38117, -80.16867499999999 40.383763, -80.17010500000001 40.390726, -80.169809 40.395094)))"
191,1400000US42003458002,3.4,458002,"MULTIPOLYGON (((-80.16808399999999 40.415974, -80.16799 40.420828, -80.168053 40.421914, -80.16374999999999 40.424651, -80.155001 40.432507, -80.15123 40.433449, -80.146924 40.432042, -80.14495700000001 40.432001, -80.139646 40.430997, -80.139139 40.430434, -80.13748200000001 40.430507, -80.13489800000001 40.43016, -80.13418 40.430592, -80.130804 40.429629, -80.124554 40.426714, -80.120294 40.425687, -80.114616 40.426089, -80.11490999999999 40.424905, -80.111508 40.42426, -80.11076799999999 40.421285, -80.10896200000001 40.420812, -80.109551 40.417696, -80.105889 40.413191, -80.099895 40.411031, -80.09950499999999 40.408193, -80.09900399999999 40.403927, -80.098586 40.400356, -80.09854 40.399976, -80.100167 40.397838, -80.10026999999999 40.394375, -80.099647 40.393934, -80.099103 40.393891, -80.09790599999999 40.389548, -80.097455 40.387861, -80.098288 40.387337, -80.09934699999999 40.389711, -80.101116 40.393336, -80.105814 40.399424, -80.107418 40.398447, -80.11102099999999 40.395146, -80.113528 40.394463, -80.116911 40.395212, -80.121357 40.397916, -80.12870100000001 40.396984, -80.130595 40.396501, -80.131428 40.396118, -80.136195 40.393794, -80.14495100000001 40.394793, -80.151974 40.40298, -80.15316199999999 40.404521, -80.153485 40.404835, -80.152192 40.408089, -80.15514899999999 40.410049, -80.16135 40.408956, -80.161494 40.410448, -80.165029 40.409964, -80.16513500000001 40.407335, -80.16656 40.405399, -80.166633 40.404953, -80.16870299999999 40.401997, -80.16808399999999 40.415974)))"
192,1400000US42003459101,12.2,459101,"MULTIPOLYGON (((-80.155221 40.496772, -80.152708 40.499422, -80.148505 40.500132, -80.147034 40.499479, -80.144924 40.5013, -80.14228799999999 40.499145, -80.141279 40.499793, -80.141603 40.50285, -80.14424699999999 40.503839, -80.146286 40.506889, -80.148568 40.508696, -80.14846300000001 40.510602, -80.149281 40.511416, -80.149028 40.512252, -80.149637 40.514918, -80.14900799999999 40.514706, -80.14370700000001 40.513462, -80.138102 40.511297, -80.13594000000001 40.509969, -80.13497599999999 40.509309, -80.132884 40.508392, -80.124889 40.505694, -80.115923 40.50396, -80.117609 40.501701, -80.12590899999999 40.48997, -80.123453 40.485646, -80.120858 40.480369, -80.121442 40.480196, -80.12219899999999 40.480164, -80.124945 40.482303, -80.132696 40.481584, -80.133219 40.481755, -80.137849 40.48433, -80.143368 40.484247, -80.144195 40.487375, -80.148157 40.491658, -80.149506 40.490322, -80.15029800000001 40.491155, -80.149113 40.491721, -80.151234 40.494411, -80.152843 40.495481, -80.154633 40.49544, -80.155221 40.496772)))"
193,1400000US42003459102,2.4,459102,"MULTIPOLYGON (((-80.155795 40.477915, -80.15468199999999 40.479053, -80.152537 40.486566, -80.153092 40.490039, -80.15271799999999 40.490718, -80.15029800000001 40.491155, -80.149506 40.490322, -80.148157 40.491658, -80.144195 40.487375, -80.143368 40.484247, -80.137849 40.48433, -80.133219 40.481755, -80.132696 40.481584, -80.124945 40.482303, -80.12219899999999 40.480164, -80.121442 40.480196, -80.120858 40.480369, -80.12034300000001 40.479499, -80.117484 40.473695, -80.115515 40.469172, -80.11321599999999 40.466566, -80.113015 40.465808, -80.112071 40.46347, -80.113618 40.460245, -80.11228699999999 40.458078, -80.11367799999999 40.458602, -80.120459 40.46014, -80.122417 40.460211, -80.125722 40.456789, -80.129795 40.455972, -80.13372699999999 40.455922, -80.136306 40.455161, -80.13700900000001 40.45607, -80.13824200000001 40.456409, -80.141125 40.457557, -80.144909 40.457047, -80.147634 40.457408, -80.149513 40.460421, -80.151521 40.461092, -80.152063 40.461698, -80.15282999999999 40.465504, -80.15424 40.466041, -80.15588099999999 40.466401, -80.155625 40.467405, -80.156673 40.470783, -80.15396 40.472655, -80.151777 40.472725, -80.15226699999999 40.473611, -80.15562300000001 40.474221, -80.156685 40.475573, -80.155795 40.477915)))"
194,1400000US42003459201,5.9,459201,"MULTIPOLYGON (((-80.171511 40.43659, -80.171058 40.439926, -80.172251 40.44371, -80.172026 40.444007, -80.172054 40.446047, -80.172038 40.44614, -80.172166 40.451954, -80.172286 40.458288, -80.168695 40.45895, -80.16749900000001 40.460293, -80.169068 40.461567, -80.16757 40.462397, -80.16450399999999 40.461386, -80.161654 40.461344, -80.16145299999999 40.45863, -80.159531 40.460575, -80.16234 40.464004, -80.161345 40.465863, -80.160048 40.466585, -80.15588099999999 40.466401, -80.15424 40.466041, -80.15282999999999 40.465504, -80.152063 40.461698, -80.151521 40.461092, -80.149513 40.460421, -80.147634 40.457408, -80.144909 40.457047, -80.141125 40.457557, -80.13824200000001 40.456409, -80.13700900000001 40.45607, -80.136306 40.455161, -80.13372699999999 40.455922, -80.129795 40.455972, -80.125722 40.456789, -80.122417 40.460211, -80.120459 40.46014, -80.11367799999999 40.458602, -80.11228699999999 40.458078, -80.11247899999999 40.454583, -80.112291 40.454001, -80.11135 40.453029, -80.109345 40.451328, -80.10876500000001 40.451199, -80.10763799999999 40.450168, -80.106134 40.448879, -80.10447600000001 40.448177, -80.09925200000001 40.449389, -80.09337499999999 40.450754, -80.09241 40.450918, -80.09112 40.451424, -80.089517 40.450427, -80.091024 40.44905, -80.090108 40.446579, -80.090165 40.444162, -80.089237 40.443333, -80.084068 40.441929, -80.082396 40.440244, -80.080749 40.439738, -80.080375 40.439637, -80.086361 40.43957, -80.085666 40.438835, -80.08956499999999 40.436278, -80.091229 40.437088, -80.092724 40.432345, -80.090384 40.430924, -80.092338 40.428465, -80.095276 40.429989, -80.096434 40.421666, -80.09943 40.421273, -80.09883000000001 40.418162, -80.098004 40.417357, -80.097883 40.415111, -80.099985 40.411649, -80.099895 40.411031, -80.105889 40.413191, -80.109551 40.417696, -80.10896200000001 40.420812, -80.11076799999999 40.421285, -80.111508 40.42426, -80.11490999999999 40.424905, -80.114616 40.426089, -80.120294 40.425687, -80.124554 40.426714, -80.130804 40.429629, -80.13418 40.430592, -80.13489800000001 40.43016, -80.13748200000001 40.430507, -80.139139 40.430434, -80.139646 40.430997, -80.14495700000001 40.432001, -80.146924 40.432042, -80.15123 40.433449, -80.155001 40.432507, -80.16374999999999 40.424651, -80.168053 40.421914, -80.16827600000001 40.422979, -80.16861400000001 40.427664, -80.169945 40.430726, -80.17273 40.435522, -80.171511 40.43659), (-80.10140800000001 40.42518, -80.099391 40.426842, -80.09777699999999 40.428647, -80.09972 40.430219, -80.100849 40.430899, -80.104522 40.428971, -80.10140800000001 40.42518)))"
195,1400000US42003459202,6,459202,"MULTIPOLYGON (((-80.104522 40.428971, -80.100849 40.430899, -80.09972 40.430219, -80.09777699999999 40.428647, -80.099391 40.426842, -80.10140800000001 40.42518, -80.104522 40.428971)))"
196,1400000US42003460001,0,460001,"MULTIPOLYGON (((-80.12590899999999 40.48997, -80.117609 40.501701, -80.115923 40.50396, -80.10343399999999 40.500883, -80.099135 40.49943, -80.09969700000001 40.498159, -80.099707 40.497305, -80.099958 40.495586, -80.09988199999999 40.494841, -80.096766 40.493716, -80.091415 40.491742, -80.09093799999999 40.491069, -80.087605 40.486357, -80.087503 40.485692, -80.08555699999999 40.482815, -80.083456 40.479782, -80.08397600000001 40.476507, -80.08414500000001 40.475713, -80.09116 40.474867, -80.093585 40.474088, -80.09667399999999 40.475276, -80.09735999999999 40.475422, -80.098945 40.475707, -80.10116499999999 40.476387, -80.104085 40.479559, -80.104585 40.480172, -80.105305 40.480704, -80.10733399999999 40.481347, -80.108857 40.481736, -80.111833 40.482067, -80.11287799999999 40.482152, -80.114563 40.482044, -80.116552 40.481832, -80.120858 40.480369, -80.123453 40.485646, -80.12590899999999 40.48997)))"
197,1400000US42003460002,1.5,460002,"MULTIPOLYGON (((-80.120858 40.480369, -80.116552 40.481832, -80.114563 40.482044, -80.11287799999999 40.482152, -80.111833 40.482067, -80.108857 40.481736, -80.10733399999999 40.481347, -80.105305 40.480704, -80.104585 40.480172, -80.104085 40.479559, -80.10116499999999 40.476387, -80.098945 40.475707, -80.09735999999999 40.475422, -80.09667399999999 40.475276, -80.093585 40.474088, -80.09116 40.474867, -80.08414500000001 40.475713, -80.082121 40.474645, -80.080499 40.472038, -80.08027800000001 40.471863, -80.07914700000001 40.471038, -80.07965900000001 40.469179, -80.081912 40.470045, -80.08346400000001 40.467646, -80.07980999999999 40.466689, -80.079498 40.465035, -80.07764899999999 40.4658, -80.077697 40.464736, -80.07993399999999 40.463366, -80.081453 40.460619, -80.083913 40.459466, -80.086782 40.459856, -80.094684 40.45967, -80.095139 40.459269, -80.09532799999999 40.457495, -80.0945 40.451331, -80.09337499999999 40.450754, -80.09925200000001 40.449389, -80.10447600000001 40.448177, -80.106134 40.448879, -80.10763799999999 40.450168, -80.10876500000001 40.451199, -80.109345 40.451328, -80.11135 40.453029, -80.112291 40.454001, -80.11247899999999 40.454583, -80.11228699999999 40.458078, -80.113618 40.460245, -80.112071 40.46347, -80.113015 40.465808, -80.11321599999999 40.466566, -80.115515 40.469172, -80.117484 40.473695, -80.12034300000001 40.479499, -80.120858 40.480369)))"
198,1400000US42003461000,4.1,461000,"MULTIPOLYGON (((-80.15976499999999 40.523231, -80.152511 40.521677, -80.145138 40.519683, -80.13918099999999 40.517089, -80.13418 40.515342, -80.13066999999999 40.514954, -80.12885900000001 40.514808, -80.120288 40.51314, -80.112504 40.511842, -80.108363 40.510521, -80.09775 40.506617, -80.092901 40.50432, -80.08950400000001 40.5032, -80.08766799999999 40.502611, -80.084564 40.502073, -80.07779499999999 40.500184, -80.075005 40.498395, -80.072085 40.496197, -80.068862 40.493697, -80.067526 40.492271, -80.07818 40.4911, -80.079888 40.491317, -80.08103699999999 40.491511, -80.091615 40.496614, -80.099135 40.49943, -80.10343399999999 40.500883, -80.115923 40.50396, -80.124889 40.505694, -80.132884 40.508392, -80.13497599999999 40.509309, -80.13594000000001 40.509969, -80.138102 40.511297, -80.14370700000001 40.513462, -80.14900799999999 40.514706, -80.149637 40.514918, -80.152402 40.516161, -80.153043 40.516569, -80.154309 40.517278, -80.159474 40.521037, -80.16148 40.523803, -80.15976499999999 40.523231)))"
199,1400000US42003462100,30.1,462100,"MULTIPOLYGON (((-80.099958 40.495586, -80.099707 40.497305, -80.09969700000001 40.498159, -80.099135 40.49943, -80.091615 40.496614, -80.08103699999999 40.491511, -80.079888 40.491317, -80.07818 40.4911, -80.067526 40.492271, -80.06623500000001 40.490968, -80.063196 40.488654, -80.057236 40.484738, -80.054641 40.48297, -80.053179 40.48217, -80.051722 40.481287, -80.048394 40.477106, -80.04786199999999 40.475814, -80.05020399999999 40.475833, -80.061144 40.475757, -80.061877 40.475756, -80.06520500000001 40.475723, -80.06526100000001 40.475723, -80.066164 40.476555, -80.068032 40.476016, -80.069547 40.475062, -80.07034899999999 40.474673, -80.07119299999999 40.474677, -80.073393 40.476146, -80.07360199999999 40.476339, -80.076075 40.478174, -80.080225 40.47869, -80.082967 40.479612, -80.08289600000001 40.480081, -80.083456 40.479782, -80.08555699999999 40.482815, -80.087503 40.485692, -80.087605 40.486357, -80.09093799999999 40.491069, -80.091415 40.491742, -80.096766 40.493716, -80.09988199999999 40.494841, -80.099958 40.495586)))"
200,1400000US42003462600,28.9,462600,"MULTIPOLYGON (((-80.08397600000001 40.476507, -80.083456 40.479782, -80.08289600000001 40.480081, -80.082967 40.479612, -80.080225 40.47869, -80.076075 40.478174, -80.07360199999999 40.476339, -80.073393 40.476146, -80.07119299999999 40.474677, -80.07034899999999 40.474673, -80.069547 40.475062, -80.068032 40.476016, -80.066164 40.476555, -80.06526100000001 40.475723, -80.065692 40.470956, -80.067571 40.470485, -80.06797899999999 40.470376, -80.068946 40.470132, -80.06996599999999 40.469871, -80.070994 40.469599, -80.072945 40.469182, -80.073161 40.468918, -80.075028 40.469977, -80.076095 40.470348, -80.078328 40.470022, -80.07914700000001 40.471038, -80.08027800000001 40.471863, -80.080499 40.472038, -80.082121 40.474645, -80.08414500000001 40.475713, -80.08397600000001 40.476507)))"
201,1400000US42003463900,31.4,463900,"MULTIPOLYGON (((-80.081912 40.470045, -80.07965900000001 40.469179, -80.07914700000001 40.471038, -80.078328 40.470022, -80.076095 40.470348, -80.075028 40.469977, -80.073161 40.468918, -80.072945 40.469182, -80.070994 40.469599, -80.06996599999999 40.469871, -80.068946 40.470132, -80.06797899999999 40.470376, -80.067571 40.470485, -80.06714599999999 40.469637, -80.066125 40.469146, -80.066287 40.468864, -80.06573 40.468023, -80.065618 40.466628, -80.065595 40.465803, -80.06634699999999 40.465496, -80.06606499999999 40.464395, -80.066029 40.463422, -80.066203 40.461635, -80.068551 40.460787, -80.07189 40.461252, -80.074234 40.463127, -80.07489099999999 40.463685, -80.07536399999999 40.463981, -80.076707 40.464695, -80.077697 40.464736, -80.07764899999999 40.4658, -80.079498 40.465035, -80.07980999999999 40.466689, -80.08346400000001 40.467646, -80.081912 40.470045)))"
202,1400000US42003464300,12.5,464300,"MULTIPOLYGON (((-80.07850500000001 40.446527, -80.076534 40.448007, -80.072945 40.448325, -80.06861600000001 40.447845, -80.067221 40.448832, -80.065347 40.448544, -80.064007 40.447625, -80.062611 40.447233, -80.06190100000001 40.447807, -80.060935 40.446707, -80.058497 40.444588, -80.056742 40.444315, -80.05537099999999 40.443936, -80.0579 40.443141, -80.060664 40.442081, -80.061216 40.440632, -80.062681 40.441886, -80.066092 40.442016, -80.06824899999999 40.441766, -80.073172 40.441084, -80.07406400000001 40.440335, -80.076352 40.441808, -80.077437 40.444188, -80.07850500000001 40.446527)))"
203,1400000US42003464400,32.5,464400,"MULTIPOLYGON (((-80.067571 40.470485, -80.065692 40.470956, -80.06526100000001 40.475723, -80.06520500000001 40.475723, -80.061877 40.475756, -80.061144 40.475757, -80.05020399999999 40.475833, -80.04786199999999 40.475814, -80.046841 40.472395, -80.050265 40.469281, -80.05117799999999 40.465599, -80.051287 40.465564, -80.053359 40.464964, -80.05503899999999 40.464548, -80.05713900000001 40.463753, -80.057249 40.463714, -80.060835 40.464184, -80.06521100000001 40.462113, -80.065417 40.462014, -80.066203 40.461635, -80.066029 40.463422, -80.06606499999999 40.464395, -80.06634699999999 40.465496, -80.065595 40.465803, -80.065618 40.466628, -80.06573 40.468023, -80.066287 40.468864, -80.066125 40.469146, -80.06714599999999 40.469637, -80.067571 40.470485)))"
204,1400000US42003465600,9.8,465600,"MULTIPOLYGON (((-80.080511 40.440495, -80.080136 40.440682, -80.076352 40.441808, -80.07406400000001 40.440335, -80.073172 40.441084, -80.06824899999999 40.441766, -80.066092 40.442016, -80.062681 40.441886, -80.061216 40.440632, -80.061173 40.440597, -80.057596 40.437534, -80.059123 40.437135, -80.06014399999999 40.436377, -80.060957 40.436419, -80.06119099999999 40.436804, -80.061255 40.436848, -80.06154100000001 40.436844, -80.06153999999999 40.43676, -80.061609 40.436569, -80.061678 40.436462, -80.061235 40.435619, -80.06567 40.433357, -80.067632 40.435366, -80.06766 40.436006, -80.06737200000001 40.436853, -80.066962 40.437902, -80.068681 40.438197, -80.069051 40.437051, -80.069868 40.436432, -80.075065 40.435667, -80.076453 40.437601, -80.07981100000001 40.440293, -80.080612 40.440118, -80.080511 40.440495)))"
205,1400000US42003465800,2.7,465800,"MULTIPOLYGON (((-80.08633500000001 40.428388, -80.085297 40.429894, -80.083765 40.430866, -80.080377 40.432072, -80.077191 40.431665, -80.076386 40.431686, -80.075374 40.434219, -80.078129 40.43863, -80.080375 40.439637, -80.080749 40.439738, -80.080612 40.440118, -80.07981100000001 40.440293, -80.076453 40.437601, -80.075065 40.435667, -80.069868 40.436432, -80.069051 40.437051, -80.068681 40.438197, -80.066962 40.437902, -80.06737200000001 40.436853, -80.06766 40.436006, -80.067632 40.435366, -80.06567 40.433357, -80.061235 40.435619, -80.061678 40.436462, -80.061609 40.436569, -80.06153999999999 40.43676, -80.06154100000001 40.436844, -80.061255 40.436848, -80.06119099999999 40.436804, -80.060957 40.436419, -80.06014399999999 40.436377, -80.059123 40.437135, -80.057963 40.436473, -80.058044 40.435721, -80.057565 40.434515, -80.057861 40.431438, -80.05915400000001 40.429331, -80.059848 40.42827, -80.062166 40.429049, -80.06317300000001 40.427866, -80.065546 40.430349, -80.065955 40.430438, -80.068022 40.431191, -80.06858 40.431358, -80.06950399999999 40.42993, -80.07097899999999 40.42823, -80.073207 40.426039, -80.073882 40.425463, -80.080519 40.423723, -80.085542 40.423842, -80.084993 40.424585, -80.086698 40.425484, -80.08633500000001 40.428388)))"
206,1400000US42003468700,5.9,468700,"MULTIPOLYGON (((-80.09883000000001 40.418162, -80.096807 40.418782, -80.092073 40.4202, -80.08934600000001 40.418438, -80.088463 40.418885, -80.085948 40.41695, -80.084422 40.417505, -80.079472 40.41482, -80.078954 40.413855, -80.080984 40.412796, -80.078901 40.411303, -80.08005300000001 40.41197, -80.083645 40.408815, -80.08767 40.406826, -80.08802900000001 40.406735, -80.088531 40.406509, -80.089539 40.407631, -80.09083800000001 40.408235, -80.093192 40.410585, -80.094719 40.413068, -80.097883 40.415111, -80.098004 40.417357, -80.09883000000001 40.418162)))"
207,1400000US42003468800,8.9,468800,"MULTIPOLYGON (((-80.099985 40.411649, -80.097883 40.415111, -80.094719 40.413068, -80.093192 40.410585, -80.09083800000001 40.408235, -80.089539 40.407631, -80.088531 40.406509, -80.08802900000001 40.406735, -80.087416 40.40511, -80.086979 40.403258, -80.088615 40.402195, -80.090585 40.401444, -80.09688199999999 40.400433, -80.09854 40.399976, -80.098586 40.400356, -80.09900399999999 40.403927, -80.09950499999999 40.408193, -80.099895 40.411031, -80.099985 40.411649)))"
208,1400000US42003468900,15.6,468900,"MULTIPOLYGON (((-80.08767 40.406826, -80.083645 40.408815, -80.08005300000001 40.41197, -80.078901 40.411303, -80.07524600000001 40.408983, -80.07328200000001 40.407789, -80.072328 40.407324, -80.070257 40.406397, -80.06963500000001 40.405504, -80.069057 40.404612, -80.068241 40.402673, -80.06777200000001 40.401858, -80.067424 40.400977, -80.069667 40.398562, -80.074259 40.399181, -80.079881 40.399872, -80.080404 40.399181, -80.08044200000001 40.399179, -80.082596 40.398991, -80.08668 40.398683, -80.086979 40.403258, -80.087416 40.40511, -80.08802900000001 40.406735, -80.08767 40.406826)))"
209,1400000US42003469000,1.3,469000,"MULTIPOLYGON (((-80.07386200000001 40.413399, -80.07190799999999 40.415617, -80.066507 40.416706, -80.066096 40.417499, -80.06672500000001 40.419902, -80.06688200000001 40.420621, -80.06716400000001 40.422884, -80.06676400000001 40.423449, -80.063952 40.426291, -80.063726 40.426375, -80.05723500000001 40.426439, -80.05377300000001 40.427938, -80.047381 40.425957, -80.046592 40.427031, -80.046643 40.42942, -80.04315 40.428044, -80.042491 40.428618, -80.041256 40.428447, -80.038371 40.427846, -80.03482700000001 40.428358, -80.035546 40.427201, -80.03961700000001 40.42067, -80.04372499999999 40.414052, -80.04733299999999 40.408205, -80.04759900000001 40.40778, -80.048643 40.406089, -80.050837 40.402532, -80.051202 40.401943, -80.056021 40.404201, -80.06072500000001 40.406366, -80.067273 40.409356, -80.070329 40.410827, -80.07266300000001 40.411891, -80.074716 40.412865, -80.07386200000001 40.413399)))"
210,1400000US42003470300,3.3,470300,"MULTIPOLYGON (((-80.098288 40.387337, -80.097455 40.387861, -80.092591 40.38855, -80.09020200000001 40.387187, -80.08892899999999 40.386567, -80.087571 40.386301, -80.084172 40.386267, -80.08158 40.388882, -80.079027 40.390899, -80.074181 40.390743, -80.07380499999999 40.390784, -80.071545 40.391535, -80.06876 40.39195, -80.068758 40.391658, -80.0689 40.38889, -80.07398499999999 40.388176, -80.071555 40.385451, -80.069078 40.386789, -80.06941399999999 40.3833, -80.06874999999999 40.382957, -80.06887500000001 40.382785, -80.0676 40.38138, -80.06764200000001 40.380916, -80.06760800000001 40.380702, -80.067215 40.379826, -80.069164 40.378494, -80.06847999999999 40.377451, -80.067481 40.37645, -80.068123 40.376058, -80.06956599999999 40.378235, -80.07903399999999 40.376392, -80.083968 40.37758, -80.08334600000001 40.376392, -80.079716 40.372667, -80.0792 40.371632, -80.08255800000001 40.371759, -80.084137 40.368318, -80.085573 40.369313, -80.088106 40.371083, -80.089519 40.372049, -80.089699 40.372174, -80.09120299999999 40.373303, -80.091579 40.373651, -80.092743 40.37446, -80.09437800000001 40.374788, -80.093034 40.378485, -80.090801 40.381877, -80.090413 40.381981, -80.09016200000001 40.382028, -80.090378 40.382455, -80.09106800000001 40.384064, -80.091241 40.382564, -80.09324100000001 40.38255, -80.092147 40.384536, -80.09622899999999 40.385136, -80.099678 40.384697, -80.098288 40.387337)))"
