,geo_id,% of Population Identifying as Black,Census tract,geometry
211,1400000US42003470400,0.3,470400,"MULTIPOLYGON (((-80.09714700000001 40.375523, -80.09437200000001 40.37808, -80.093386 40.381183, -80.09324100000001 40.38255, -80.091241 40.382564, -80.09106800000001 40.384064, -80.090378 40.382455, -80.09016200000001 40.382028, -80.090413 40.381981, -80.090801 40.381877, -80.093034 40.378485, -80.09437800000001 40.374788, -80.092743 40.37446, -80.091579 40.373651, -80.09120299999999 40.373303, -80.089699 40.372174, -80.089519 40.372049, -80.088106 40.371083, -80.085573 40.369313, -80.084137 40.368318, -80.08255800000001 40.371759, -80.0792 40.371632, -80.07896100000001 40.371219, -80.078 40.369648, -80.07655099999999 40.368183, -80.07359099999999 40.365497, -80.072664 40.363778, -80.072816 40.363434, -80.077247 40.363865, -80.081414 40.36428, -80.08214599999999 40.363043, -80.083499 40.36306, -80.08532200000001 40.363129, -80.08693700000001 40.363981, -80.087513 40.362244, -80.0891 40.361812, -80.09303300000001 40.362073, -80.094936 40.362902, -80.095184 40.363368, -80.094685 40.364319, -80.094576 40.368606, -80.096554 40.370998, -80.098122 40.374255, -80.09714700000001 40.375523)))"
212,1400000US42003470501,0.9,470501,"MULTIPOLYGON (((-80.066339 40.395354, -80.064982 40.399699, -80.064587 40.400167, -80.063197 40.401304, -80.06167499999999 40.402398, -80.061482 40.402504, -80.058188 40.403471, -80.056021 40.404201, -80.051202 40.401943, -80.051705 40.400668, -80.054892 40.400954, -80.05463 40.399427, -80.054119 40.39649, -80.054637 40.396268, -80.056237 40.395597, -80.05443699999999 40.392826, -80.056983 40.392372, -80.056856 40.391906, -80.05673400000001 40.391453, -80.059135 40.390814, -80.059304 40.390947, -80.062072 40.39238, -80.063486 40.393059, -80.064301 40.393243, -80.065692 40.393257, -80.06609899999999 40.394283, -80.066222 40.394549, -80.066339 40.395354)))"
213,1400000US42003470502,0.6,470502,"MULTIPOLYGON (((-80.078954 40.413855, -80.079472 40.41482, -80.079297 40.416091, -80.078659 40.416462, -80.07583099999999 40.41472, -80.07386200000001 40.413399, -80.074716 40.412865, -80.07266300000001 40.411891, -80.070329 40.410827, -80.067273 40.409356, -80.06072500000001 40.406366, -80.056021 40.404201, -80.058188 40.403471, -80.061482 40.402504, -80.06167499999999 40.402398, -80.063197 40.401304, -80.064587 40.400167, -80.064982 40.399699, -80.066339 40.395354, -80.066222 40.394549, -80.06609899999999 40.394283, -80.065692 40.393257, -80.066856 40.392767, -80.06806899999999 40.392112, -80.06876 40.39195, -80.071545 40.391535, -80.07380499999999 40.390784, -80.074366 40.391334, -80.076026 40.392803, -80.077117 40.39739, -80.076014 40.398686, -80.074259 40.399181, -80.069667 40.398562, -80.067424 40.400977, -80.06777200000001 40.401858, -80.068241 40.402673, -80.069057 40.404612, -80.06963500000001 40.405504, -80.070257 40.406397, -80.072328 40.407324, -80.07328200000001 40.407789, -80.07524600000001 40.408983, -80.078901 40.411303, -80.080984 40.412796, -80.078954 40.413855)))"
214,1400000US42003470600,1.4,470600,"MULTIPOLYGON (((-80.100167 40.397838, -80.09854 40.399976, -80.09688199999999 40.400433, -80.090585 40.401444, -80.088615 40.402195, -80.086979 40.403258, -80.08668 40.398683, -80.082596 40.398991, -80.08044200000001 40.399179, -80.080404 40.399181, -80.079881 40.399872, -80.074259 40.399181, -80.076014 40.398686, -80.077117 40.39739, -80.076026 40.392803, -80.074366 40.391334, -80.07380499999999 40.390784, -80.074181 40.390743, -80.079027 40.390899, -80.08158 40.388882, -80.084172 40.386267, -80.087571 40.386301, -80.08892899999999 40.386567, -80.09020200000001 40.387187, -80.08835999999999 40.387582, -80.086687 40.389255, -80.08605900000001 40.392036, -80.087238 40.394285, -80.088035 40.394919, -80.089276 40.395131, -80.09257100000001 40.395104, -80.099103 40.393891, -80.099647 40.393934, -80.10026999999999 40.394375, -80.100167 40.397838)))"
215,1400000US42003471000,0,471000,"MULTIPOLYGON (((-80.099103 40.393891, -80.09257100000001 40.395104, -80.089276 40.395131, -80.088035 40.394919, -80.087238 40.394285, -80.08605900000001 40.392036, -80.086687 40.389255, -80.08835999999999 40.387582, -80.09020200000001 40.387187, -80.092591 40.38855, -80.097455 40.387861, -80.09790599999999 40.389548, -80.099103 40.393891)))"
216,1400000US42003472100,2.8,472100,"MULTIPOLYGON (((-80.041853 40.399433, -80.039818 40.401279, -80.036343 40.404261, -80.035583 40.40429, -80.035622 40.401698, -80.036579 40.400809, -80.032482 40.401729, -80.031976 40.401043, -80.031851 40.400883, -80.031468 40.400397, -80.02939000000001 40.397205, -80.031144 40.396613, -80.03233899999999 40.396245, -80.034274 40.395033, -80.03586 40.39715, -80.038679 40.395829, -80.039492 40.396922, -80.04086 40.398093, -80.041853 40.399433)))"
217,1400000US42003472200,0.4,472200,"MULTIPOLYGON (((-80.046476 40.395739, -80.044882 40.39906, -80.044625 40.399088, -80.041853 40.399433, -80.04086 40.398093, -80.039492 40.396922, -80.038679 40.395829, -80.03586 40.39715, -80.034274 40.395033, -80.034621 40.394795, -80.035398 40.394258, -80.037567 40.392476, -80.038017 40.392087, -80.03868 40.391548, -80.040049 40.390601, -80.04159799999999 40.389548, -80.042287 40.389501, -80.043702 40.390377, -80.044399 40.391302, -80.04625 40.393789, -80.046476 40.395739)))"
218,1400000US42003472300,7.6,472300,"MULTIPOLYGON (((-80.035398 40.394258, -80.034621 40.394795, -80.034274 40.395033, -80.03233899999999 40.396245, -80.031144 40.396613, -80.03094400000001 40.396021, -80.03071799999999 40.395355, -80.030698 40.395351, -80.03043099999999 40.3944, -80.028696 40.391296, -80.03109499999999 40.390567, -80.031711 40.390374, -80.033625 40.389801, -80.032792 40.388242, -80.03450599999999 40.388402, -80.034533 40.389552, -80.03522700000001 40.390489, -80.037567 40.392476, -80.035398 40.394258)))"
219,1400000US42003472400,0.7,472400,"MULTIPOLYGON (((-80.04159799999999 40.389548, -80.040049 40.390601, -80.03868 40.391548, -80.038017 40.392087, -80.037567 40.392476, -80.03522700000001 40.390489, -80.034533 40.389552, -80.03450599999999 40.388402, -80.034524 40.387196, -80.03511 40.386471, -80.035971 40.384611, -80.036762 40.384342, -80.036271 40.383774, -80.036743 40.383629, -80.038864 40.383017, -80.039098 40.38415, -80.03944799999999 40.38465, -80.040918 40.385939, -80.041245 40.386305, -80.040593 40.38673, -80.04292 40.388366, -80.04159799999999 40.389548)))"
220,1400000US42003473100,0.4,473100,"MULTIPOLYGON (((-80.059135 40.390814, -80.05673400000001 40.391453, -80.056856 40.391906, -80.056983 40.392372, -80.05443699999999 40.392826, -80.056237 40.395597, -80.054637 40.396268, -80.054119 40.39649, -80.05463 40.399427, -80.054892 40.400954, -80.051705 40.400668, -80.051202 40.401943, -80.048654 40.400746, -80.044882 40.39906, -80.046476 40.395739, -80.04625 40.393789, -80.044399 40.391302, -80.043702 40.390377, -80.042287 40.389501, -80.04159799999999 40.389548, -80.04292 40.388366, -80.043713 40.386908, -80.044653 40.386834, -80.044763 40.386821, -80.045096 40.386783, -80.045208 40.386771, -80.046127 40.386657, -80.050132 40.385748, -80.051056 40.385459, -80.053438 40.384934, -80.053642 40.385248, -80.05480900000001 40.387189, -80.055952 40.388166, -80.056091 40.388199, -80.0565 40.388263, -80.056646 40.388298, -80.05712800000001 40.388459, -80.057682 40.388835, -80.059135 40.390814)))"
221,1400000US42003473200,1,473200,"MULTIPOLYGON (((-80.053438 40.384934, -80.051056 40.385459, -80.050132 40.385748, -80.046127 40.386657, -80.045208 40.386771, -80.045096 40.386783, -80.044763 40.386821, -80.044653 40.386834, -80.043713 40.386908, -80.043992 40.385443, -80.04381100000001 40.384381, -80.043886 40.383194, -80.04427 40.381502, -80.044453 40.380679, -80.04500299999999 40.37974, -80.045348 40.37919, -80.04731200000001 40.37623, -80.047605 40.375729, -80.048885 40.373344, -80.050893 40.377139, -80.051214 40.37774, -80.052558 40.380269, -80.05233699999999 40.382203, -80.052447 40.382875, -80.052914 40.384111, -80.053438 40.384934)))"
222,1400000US42003473300,1.1,473300,"MULTIPOLYGON (((-80.04427 40.381502, -80.043886 40.383194, -80.04381100000001 40.384381, -80.043992 40.385443, -80.043713 40.386908, -80.04292 40.388366, -80.040593 40.38673, -80.041245 40.386305, -80.040918 40.385939, -80.03944799999999 40.38465, -80.039098 40.38415, -80.038864 40.383017, -80.036743 40.383629, -80.036271 40.383774, -80.036762 40.384342, -80.035971 40.384611, -80.03511 40.386471, -80.034524 40.387196, -80.03450599999999 40.388402, -80.032792 40.388242, -80.033625 40.389801, -80.031711 40.390374, -80.03109499999999 40.390567, -80.028696 40.391296, -80.028678 40.391263, -80.028291 40.391415, -80.027827 40.391598, -80.026478 40.39085, -80.023653 40.38939, -80.02131300000001 40.388118, -80.02313100000001 40.38711, -80.020219 40.386701, -80.020529 40.383319, -80.021181 40.382572, -80.022327 40.381256, -80.02286599999999 40.380243, -80.02302299999999 40.379506, -80.02345099999999 40.377457, -80.021214 40.376594, -80.022143 40.37495, -80.01847600000001 40.371748, -80.021714 40.369568, -80.02792100000001 40.367983, -80.030216 40.369276, -80.031935 40.370415, -80.032501 40.370878, -80.032882 40.371312, -80.033933 40.372728, -80.034277 40.373077, -80.036377 40.375112, -80.036466 40.375582, -80.036502 40.376041, -80.03787199999999 40.376423, -80.03814800000001 40.376524, -80.040114 40.377507, -80.040724 40.377713, -80.041021 40.37807, -80.042931 40.380305, -80.044453 40.380679, -80.04427 40.381502)))"
223,1400000US42003473401,1.3,473401,"MULTIPOLYGON (((-80.049496 40.371139, -80.049048 40.372861, -80.048885 40.373344, -80.047605 40.375729, -80.04731200000001 40.37623, -80.045348 40.37919, -80.04500299999999 40.37974, -80.044453 40.380679, -80.042931 40.380305, -80.041021 40.37807, -80.040724 40.377713, -80.040114 40.377507, -80.03814800000001 40.376524, -80.03787199999999 40.376423, -80.036502 40.376041, -80.036466 40.375582, -80.036377 40.375112, -80.034277 40.373077, -80.033933 40.372728, -80.032882 40.371312, -80.032501 40.370878, -80.031935 40.370415, -80.033129 40.369742, -80.033793 40.370099, -80.037368 40.369152, -80.03787 40.368292, -80.040053 40.367576, -80.040458 40.367399, -80.041183 40.366932, -80.04392900000001 40.364842, -80.04456500000001 40.364042, -80.045693 40.363473, -80.046217 40.363374, -80.046922 40.363197, -80.047453 40.363515, -80.047935 40.364042, -80.048822 40.366631, -80.04929300000001 40.368065, -80.049463 40.370499, -80.049496 40.371139)))"
224,1400000US42003473402,0,473402,"MULTIPOLYGON (((-80.050809 40.351114, -80.050256 40.353365, -80.050251 40.355192, -80.05039600000001 40.357338, -80.05004599999999 40.358142, -80.046775 40.361385, -80.046922 40.363197, -80.046217 40.363374, -80.045693 40.363473, -80.04456500000001 40.364042, -80.04392900000001 40.364842, -80.041183 40.366932, -80.040458 40.367399, -80.040053 40.367576, -80.03787 40.368292, -80.036361 40.366949, -80.030367 40.362236, -80.030997 40.361162, -80.033602 40.362611, -80.03417899999999 40.362143, -80.03572200000001 40.3608, -80.037086 40.356366, -80.036687 40.354879, -80.033428 40.355139, -80.03377 40.354447, -80.035697 40.354053, -80.03637999999999 40.353916, -80.03783799999999 40.353625, -80.039688 40.351783, -80.042661 40.352723, -80.04796 40.351665, -80.049075 40.351448, -80.050352 40.351201, -80.050809 40.351114)))"
225,1400000US42003473500,0.6,473500,"MULTIPOLYGON (((-80.064415 40.361897, -80.064003 40.361996, -80.06123599999999 40.366478, -80.06129799999999 40.367608, -80.060118 40.370549, -80.058162 40.373029, -80.057498 40.373873, -80.056686 40.375121, -80.056363 40.375688, -80.05553500000001 40.377436, -80.05519099999999 40.3779, -80.052558 40.380269, -80.051214 40.37774, -80.050893 40.377139, -80.048885 40.373344, -80.049048 40.372861, -80.049496 40.371139, -80.049463 40.370499, -80.04929300000001 40.368065, -80.048822 40.366631, -80.047935 40.364042, -80.047453 40.363515, -80.046922 40.363197, -80.046775 40.361385, -80.05004599999999 40.358142, -80.05039600000001 40.357338, -80.050251 40.355192, -80.050256 40.353365, -80.050809 40.351114, -80.050967 40.351082, -80.05117 40.351043, -80.05092399999999 40.353007, -80.055459 40.355896, -80.05987399999999 40.358751, -80.06070099999999 40.359305, -80.06434299999999 40.361749, -80.064415 40.361897)))"
226,1400000US42003473601,1,473601,"MULTIPOLYGON (((-80.07398499999999 40.388176, -80.0689 40.38889, -80.068758 40.391658, -80.06876 40.39195, -80.06806899999999 40.392112, -80.066856 40.392767, -80.065692 40.393257, -80.064301 40.393243, -80.063486 40.393059, -80.062072 40.39238, -80.059304 40.390947, -80.059135 40.390814, -80.057682 40.388835, -80.05712800000001 40.388459, -80.056646 40.388298, -80.0565 40.388263, -80.056091 40.388199, -80.055952 40.388166, -80.05480900000001 40.387189, -80.053642 40.385248, -80.053438 40.384934, -80.052914 40.384111, -80.052447 40.382875, -80.05233699999999 40.382203, -80.052558 40.380269, -80.05519099999999 40.3779, -80.05553500000001 40.377436, -80.056363 40.375688, -80.056686 40.375121, -80.057222 40.375043, -80.05789300000001 40.374919, -80.064274 40.377435, -80.064747 40.378203, -80.067431 40.381178, -80.06760800000001 40.380702, -80.06764200000001 40.380916, -80.0676 40.38138, -80.06887500000001 40.382785, -80.06874999999999 40.382957, -80.06941399999999 40.3833, -80.069078 40.386789, -80.071555 40.385451, -80.07398499999999 40.388176)))"
227,1400000US42003473602,0.4,473602,"MULTIPOLYGON (((-80.083968 40.37758, -80.07903399999999 40.376392, -80.06956599999999 40.378235, -80.068123 40.376058, -80.067481 40.37645, -80.06847999999999 40.377451, -80.069164 40.378494, -80.067215 40.379826, -80.06760800000001 40.380702, -80.067431 40.381178, -80.064747 40.378203, -80.064274 40.377435, -80.05789300000001 40.374919, -80.057222 40.375043, -80.056686 40.375121, -80.057498 40.373873, -80.058162 40.373029, -80.060118 40.370549, -80.06129799999999 40.367608, -80.06123599999999 40.366478, -80.064003 40.361996, -80.064415 40.361897, -80.06434299999999 40.361749, -80.06479899999999 40.361877, -80.06708 40.362524, -80.069226 40.363134, -80.07051199999999 40.3635, -80.072664 40.363778, -80.07359099999999 40.365497, -80.07655099999999 40.368183, -80.078 40.369648, -80.07896100000001 40.371219, -80.0792 40.371632, -80.079716 40.372667, -80.08334600000001 40.376392, -80.083968 40.37758)))"
228,1400000US42003474101,0.6,474101,"MULTIPOLYGON (((-80.097562 40.35791, -80.095333 40.36217, -80.095184 40.363368, -80.094936 40.362902, -80.09303300000001 40.362073, -80.0891 40.361812, -80.087513 40.362244, -80.08693700000001 40.363981, -80.08532200000001 40.363129, -80.083499 40.36306, -80.08214599999999 40.363043, -80.081414 40.36428, -80.077247 40.363865, -80.072816 40.363434, -80.072664 40.363778, -80.07051199999999 40.3635, -80.069226 40.363134, -80.06708 40.362524, -80.06479899999999 40.361877, -80.06434299999999 40.361749, -80.06070099999999 40.359305, -80.05987399999999 40.358751, -80.055459 40.355896, -80.05092399999999 40.353007, -80.05117 40.351043, -80.052877 40.350735, -80.05427299999999 40.34741, -80.05463 40.34665, -80.055055 40.347018, -80.05861299999999 40.349108, -80.061125 40.34977, -80.061229 40.349813, -80.064562 40.355475, -80.06467499999999 40.355589, -80.06562599999999 40.357356, -80.065523 40.358096, -80.069644 40.357654, -80.071854 40.358307, -80.071878 40.356144, -80.073571 40.35461, -80.073742 40.35325, -80.073819 40.352468, -80.073961 40.349028, -80.07398999999999 40.34885, -80.08029999999999 40.345596, -80.08218100000001 40.345057, -80.08299100000001 40.348308, -80.08719600000001 40.352339, -80.088189 40.354226, -80.088531 40.354514, -80.09107 40.35582, -80.095389 40.356291, -80.09903199999999 40.357583, -80.097562 40.35791)))"
229,1400000US42003474102,5.3,474102,"MULTIPOLYGON (((-80.08218100000001 40.345057, -80.08029999999999 40.345596, -80.07398999999999 40.34885, -80.073961 40.349028, -80.073819 40.352468, -80.073742 40.35325, -80.073571 40.35461, -80.071878 40.356144, -80.071854 40.358307, -80.069644 40.357654, -80.065523 40.358096, -80.06562599999999 40.357356, -80.06467499999999 40.355589, -80.064562 40.355475, -80.061229 40.349813, -80.061125 40.34977, -80.05861299999999 40.349108, -80.055055 40.347018, -80.05463 40.34665, -80.05651400000001 40.34282, -80.05835 40.33708, -80.061584 40.328961, -80.061865 40.328378, -80.063025 40.325585, -80.063327 40.324796, -80.06362300000001 40.324018, -80.065119 40.320363, -80.06576800000001 40.318866, -80.065816 40.318756, -80.06769300000001 40.314137, -80.07060199999999 40.314936, -80.072174 40.318514, -80.070999 40.320975, -80.067763 40.323643, -80.065489 40.324744, -80.06618 40.327759, -80.06652200000001 40.32855, -80.069889 40.331877, -80.071701 40.334012, -80.077932 40.339208, -80.078036 40.340281, -80.078242 40.341308, -80.08083600000001 40.342834, -80.08218100000001 40.345057)))"
230,1400000US42003474201,0.5,474201,"MULTIPOLYGON (((-80.11488900000001 40.335229, -80.11260299999999 40.338796, -80.107996 40.346867, -80.108009 40.348283, -80.110101 40.348924, -80.110129 40.351565, -80.10802700000001 40.351418, -80.105828 40.348845, -80.10355800000001 40.349248, -80.103176 40.349274, -80.102513 40.349318, -80.099272 40.349431, -80.098071 40.350006, -80.095619 40.353265, -80.09022899999999 40.350431, -80.08771900000001 40.352364, -80.095248 40.35539, -80.095389 40.356291, -80.09107 40.35582, -80.088531 40.354514, -80.088189 40.354226, -80.08719600000001 40.352339, -80.08299100000001 40.348308, -80.08218100000001 40.345057, -80.08083600000001 40.342834, -80.078242 40.341308, -80.078036 40.340281, -80.07927599999999 40.340516, -80.081126 40.33962, -80.08625000000001 40.339675, -80.087862 40.338742, -80.09116400000001 40.338936, -80.092173 40.337921, -80.09391100000001 40.337968, -80.095657 40.337297, -80.09783299999999 40.337776, -80.098528 40.340016, -80.097598 40.341131, -80.102694 40.343775, -80.103959 40.343524, -80.104761 40.340413, -80.106724 40.339117, -80.108565 40.336939, -80.111823 40.335428, -80.113471 40.331546, -80.114721 40.332299, -80.115415 40.33372, -80.11488900000001 40.335229)))"
